Category,Id,Question,Question_concat,Response,Response (group),Sentiment,Calculation1,Negative,Neutral N Values,Neutral P Values,NPS,Positive Values,responses,Value
Usability,Respondent #18,This aspect is easy to understand and use.,Usability - I find this aspect of the product satisfactory.,Neutral,neutral,Negative,-1,0,0.0813347144879828,1,0,1,1,2
Usability,Respondent #5,I find this aspect of the product satisfactory.,Usability - I would recommend this to others.,Disagree,negative,Negative,-2,-1,-0.3886875286865048,0,100,0,1,3
Usability,Respondent #45,I find this aspect of the product satisfactory.,Usability - I find this aspect of the product satisfactory.,Agree,positive,Negative,-1,-1,-0.8610780282807504,1,-100,1,1,2
Usability,Respondent #15,This aspect is easy to understand and use.,Usability - I find this aspect of the product satisfactory.,Disagree,negative,Negative,0,-1,-0.6826348113728722,0,0,0,1,2
Usability,Respondent #49,This aspect is easy to understand and use.,Usability - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Negative,-2,-1,0.6851298458477815,1,0,1,1,2
Usability,Respondent #38,The performance in this area is reliable.,Usability - I would recommend this to others.,Disagree,negative,Negative,-1,-1,0.4593912795437225,1,0,0,1,5
Usability,Respondent #15,This aspect is easy to understand and use.,Usability - This aspect meets my expectations.,Agree,positive,Negative,-1,0,0.9336698512370936,1,-100,1,1,4
Usability,Respondent #25,I would recommend this to others.,Usability - This aspect is easy to understand and use.,Strongly Agree,positive,Negative,-1,-1,-0.20295415289247365,0,100,1,1,2
Usability,Respondent #24,This aspect is easy to understand and use.,Usability - I would recommend this to others.,Strongly Disagree,negative,Negative,0,-1,0.5128896468419706,0,0,1,1,3
Usability,Respondent #19,This aspect is easy to understand and use.,Usability - This aspect meets my expectations.,Disagree,negative,Negative,0,0,0.8686012949140847,0,-100,1,1,3
Usability,Respondent #39,This aspect is easy to understand and use.,Usability - The performance in this area is reliable.,Strongly Disagree,negative,Negative,0,0,0.6124480929330021,0,-100,1,1,2
Usability,Respondent #50,This aspect meets my expectations.,Usability - I would recommend this to others.,Strongly Agree,positive,Negative,0,0,-0.7646902415293528,1,100,0,1,4
Usability,Respondent #23,I find this aspect of the product satisfactory.,Usability - This aspect is easy to understand and use.,Strongly Agree,positive,Negative,2,-1,0.25022916655814087,0,0,1,1,2
Support,Respondent #19,I would recommend this to others.,Support - I would recommend this to others.,Neutral,neutral,Positive,0,0,-0.08242416163074529,1,0,1,1,4
Support,Respondent #15,This aspect meets my expectations.,Support - This aspect meets my expectations.,Disagree,negative,Positive,2,-1,-0.2472936684978928,1,-100,0,1,1
Support,Respondent #26,I would recommend this to others.,Support - I would recommend this to others.,Strongly Agree,positive,Positive,2,0,0.6721747662403881,0,0,0,1,4
Support,Respondent #46,The performance in this area is reliable.,Support - This aspect is easy to understand and use.,Strongly Agree,positive,Positive,-1,0,0.09652241662246563,1,-100,1,1,3
Support,Respondent #47,This aspect meets my expectations.,Support - This aspect meets my expectations.,Agree,positive,Positive,1,0,0.7089255027021939,0,0,1,1,2
Support,Respondent #32,This aspect is easy to understand and use.,Support - This aspect is easy to understand and use.,Neutral,neutral,Positive,2,0,-0.2758556079165386,1,100,0,1,4
Support,Respondent #36,I would recommend this to others.,Support - The performance in this area is reliable.,Neutral,neutral,Positive,2,0,0.2717190487794001,1,-100,0,1,5
Support,Respondent #48,I would recommend this to others.,Support - The performance in this area is reliable.,Strongly Agree,positive,Positive,-2,0,0.6610864561075223,0,-100,0,1,2
Support,Respondent #43,This aspect is easy to understand and use.,Support - The performance in this area is reliable.,Strongly Agree,positive,Positive,0,0,-0.9318297894840537,1,100,0,1,5
Support,Respondent #49,This aspect meets my expectations.,Support - This aspect is easy to understand and use.,Strongly Disagree,negative,Positive,-1,0,-0.09058135111304999,0,0,1,1,4
Support,Respondent #17,I find this aspect of the product satisfactory.,Support - I would recommend this to others.,Neutral,neutral,Positive,-2,0,0.09663225441660783,0,100,0,1,3
Support,Respondent #6,This aspect is easy to understand and use.,Support - I find this aspect of the product satisfactory.,Disagree,negative,Positive,-1,-1,0.12947868278092356,0,-100,0,1,4
Support,Respondent #28,This aspect meets my expectations.,Support - I find this aspect of the product satisfactory.,Neutral,neutral,Positive,-2,-1,0.2772003760441022,0,100,0,1,1
Support,Respondent #49,This aspect is easy to understand and use.,Support - The performance in this area is reliable.,Neutral,neutral,Positive,2,0,-0.0862265305951011,1,-100,0,1,4
Support,Respondent #48,This aspect meets my expectations.,Support - This aspect meets my expectations.,Neutral,neutral,Positive,-2,-1,-0.6402733159643244,0,0,1,1,3
Support,Respondent #46,I would recommend this to others.,Support - This aspect meets my expectations.,Strongly Agree,positive,Positive,2,0,-0.28319057878485787,1,100,1,1,5
Support,Respondent #41,This aspect is easy to understand and use.,Support - The performance in this area is reliable.,Disagree,negative,Positive,-2,-1,-0.5924929652928668,1,0,0,1,5
Support,Respondent #49,This aspect meets my expectations.,Support - I would recommend this to others.,Neutral,neutral,Positive,2,-1,0.5782547611774134,0,100,1,1,5
Support,Respondent #7,The performance in this area is reliable.,Support - This aspect is easy to understand and use.,Neutral,neutral,Neutral,2,0,0.8691570608477048,0,100,0,1,3
Support,Respondent #9,The performance in this area is reliable.,Support - The performance in this area is reliable.,Strongly Disagree,negative,Neutral,-2,-1,-0.9253403888016454,0,100,0,1,4
Support,Respondent #27,I would recommend this to others.,Support - The performance in this area is reliable.,Disagree,negative,Neutral,2,0,-0.38599184307067635,0,0,1,1,2
Support,Respondent #36,The performance in this area is reliable.,Support - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Neutral,2,0,-0.5742403756919794,1,0,1,1,2
Support,Respondent #8,This aspect is easy to understand and use.,Support - I would recommend this to others.,Strongly Disagree,negative,Neutral,2,-1,0.6174141383894023,0,0,1,1,1
Support,Respondent #26,I find this aspect of the product satisfactory.,Support - I would recommend this to others.,Agree,positive,Neutral,-1,0,-0.10704820935187098,0,0,1,1,1
Support,Respondent #47,This aspect meets my expectations.,Support - The performance in this area is reliable.,Disagree,negative,Neutral,1,0,-0.6897069855911027,1,100,1,1,1
Support,Respondent #14,The performance in this area is reliable.,Support - I would recommend this to others.,Disagree,negative,Neutral,2,-1,-0.7331064318785281,1,0,0,1,5
Support,Respondent #22,The performance in this area is reliable.,Support - I find this aspect of the product satisfactory.,Disagree,negative,Neutral,-2,-1,0.10417446242596817,1,-100,1,1,1
Support,Respondent #23,This aspect is easy to understand and use.,Support - This aspect meets my expectations.,Strongly Disagree,negative,Neutral,1,0,-0.6194543564052293,1,100,1,1,3
Support,Respondent #38,This aspect meets my expectations.,Support - This aspect is easy to understand and use.,Neutral,neutral,Neutral,-2,-1,0.9291529669103271,0,100,0,1,2
Support,Respondent #39,This aspect meets my expectations.,Support - I find this aspect of the product satisfactory.,Strongly Agree,positive,Neutral,0,-1,0.33678635636703236,0,100,0,1,2
Support,Respondent #49,I find this aspect of the product satisfactory.,Support - I would recommend this to others.,Strongly Agree,positive,Neutral,2,0,-0.4891268718348465,0,100,1,1,3
Support,Respondent #8,I would recommend this to others.,Support - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Neutral,0,0,0.7362222455751763,0,-100,0,1,4
Support,Respondent #32,This aspect meets my expectations.,Support - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Neutral,2,-1,-0.6403525359770743,0,0,0,1,1
Support,Respondent #4,This aspect is easy to understand and use.,Support - This aspect is easy to understand and use.,Strongly Disagree,negative,Neutral,0,-1,-0.03929100600318858,1,100,0,1,5
Support,Respondent #17,I find this aspect of the product satisfactory.,Support - I would recommend this to others.,Strongly Disagree,negative,Neutral,1,0,-0.7954612794897427,1,100,1,1,1
Support,Respondent #13,This aspect is easy to understand and use.,Support - This aspect meets my expectations.,Strongly Agree,positive,Neutral,-1,-1,0.21632940139929735,0,0,1,1,5
Support,Respondent #2,I find this aspect of the product satisfactory.,Support - I would recommend this to others.,Agree,positive,Neutral,2,-1,0.5751405728476751,1,0,1,1,3
Support,Respondent #49,I would recommend this to others.,Support - This aspect is easy to understand and use.,Strongly Agree,positive,Neutral,2,-1,0.473419286872127,1,100,0,1,4
Support,Respondent #20,I would recommend this to others.,Support - I find this aspect of the product satisfactory.,Agree,positive,Neutral,-1,-1,-0.175644920822974,0,-100,1,1,3
Support,Respondent #10,This aspect is easy to understand and use.,Support - This aspect is easy to understand and use.,Disagree,negative,Neutral,0,0,0.1734260786396049,0,100,1,1,2
Support,Respondent #29,This aspect meets my expectations.,Support - This aspect is easy to understand and use.,Agree,positive,Neutral,-2,0,0.777489484789917,0,100,0,1,3
Support,Respondent #12,The performance in this area is reliable.,Support - I would recommend this to others.,Strongly Disagree,negative,Neutral,0,0,-0.5136684750846343,1,-100,1,1,1
Support,Respondent #31,I find this aspect of the product satisfactory.,Support - This aspect meets my expectations.,Disagree,negative,Neutral,-1,0,0.8708425294388407,0,-100,1,1,2
Support,Respondent #12,The performance in this area is reliable.,Support - This aspect is easy to understand and use.,Neutral,neutral,Neutral,0,0,0.20237599198154022,0,-100,0,1,4
Support,Respondent #10,I find this aspect of the product satisfactory.,Support - This aspect is easy to understand and use.,Neutral,neutral,Neutral,-1,-1,0.12146295698184928,1,100,1,1,2
Support,Respondent #2,This aspect meets my expectations.,Support - I would recommend this to others.,Neutral,neutral,Neutral,1,0,-0.8542142635665328,1,0,0,1,3
Support,Respondent #45,I would recommend this to others.,Support - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Neutral,1,0,0.14465307429749918,1,100,1,1,4
Support,Respondent #33,The performance in this area is reliable.,Support - I would recommend this to others.,Agree,positive,Neutral,2,0,-0.5675753973819788,0,0,1,1,1
Support,Respondent #49,The performance in this area is reliable.,Support - This aspect is easy to understand and use.,Disagree,negative,Neutral,2,0,-0.09034088377249794,1,100,0,1,4
Support,Respondent #14,This aspect is easy to understand and use.,Support - I find this aspect of the product satisfactory.,Strongly Agree,positive,Neutral,0,0,-0.6821640818452477,0,100,0,1,2
Support,Respondent #9,The performance in this area is reliable.,Support - I find this aspect of the product satisfactory.,Agree,positive,Neutral,0,-1,0.3123026871967214,1,100,1,1,2
Support,Respondent #23,This aspect is easy to understand and use.,Support - The performance in this area is reliable.,Strongly Agree,positive,Neutral,-2,0,0.21639740630942095,1,-100,1,1,5
Support,Respondent #27,I would recommend this to others.,Support - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Neutral,-2,0,0.7080937530059965,1,0,1,1,1
Support,Respondent #11,I would recommend this to others.,Support - I find this aspect of the product satisfactory.,Strongly Agree,positive,Negative,-2,0,0.45158373735119484,0,0,1,1,4
Support,Respondent #46,I would recommend this to others.,Support - I find this aspect of the product satisfactory.,Strongly Agree,positive,Negative,0,0,0.5514064625583306,0,-100,1,1,3
Support,Respondent #31,I would recommend this to others.,Support - This aspect meets my expectations.,Neutral,neutral,Negative,2,0,-0.130556835884738,1,0,1,1,5
Support,Respondent #7,I would recommend this to others.,Support - The performance in this area is reliable.,Neutral,neutral,Negative,-2,0,0.05882945284064878,0,100,0,1,2
Support,Respondent #19,This aspect is easy to understand and use.,Support - This aspect is easy to understand and use.,Agree,positive,Negative,2,-1,0.5314978458215134,1,0,1,1,5
Support,Respondent #33,The performance in this area is reliable.,Support - I would recommend this to others.,Neutral,neutral,Negative,-2,0,0.8030033503497027,0,-100,0,1,2
Support,Respondent #22,The performance in this area is reliable.,Support - I find this aspect of the product satisfactory.,Neutral,neutral,Negative,2,-1,-0.9586665046395033,1,-100,0,1,1
Support,Respondent #40,This aspect is easy to understand and use.,Support - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Negative,0,0,0.270853180000439,0,0,1,1,1
Support,Respondent #20,This aspect is easy to understand and use.,Support - This aspect is easy to understand and use.,Neutral,neutral,Negative,-1,0,0.6092933144593449,1,-100,0,1,1
Support,Respondent #28,I find this aspect of the product satisfactory.,Support - This aspect meets my expectations.,Strongly Disagree,negative,Negative,0,-1,-0.30853781197011476,1,-100,0,1,3
Support,Respondent #47,The performance in this area is reliable.,Support - This aspect meets my expectations.,Strongly Agree,positive,Negative,1,0,0.8500144661491804,1,0,0,1,5
Support,Respondent #41,I find this aspect of the product satisfactory.,Support - I find this aspect of the product satisfactory.,Neutral,neutral,Negative,-1,0,0.623224673690083,0,-100,0,1,1
Support,Respondent #41,This aspect is easy to understand and use.,Support - This aspect is easy to understand and use.,Agree,positive,Negative,1,-1,-0.48319272829740156,0,100,0,1,1
Support,Respondent #36,I would recommend this to others.,Support - I find this aspect of the product satisfactory.,Neutral,neutral,Negative,-1,-1,0.3393627558031149,0,100,0,1,5
Support,Respondent #44,I find this aspect of the product satisfactory.,Support - This aspect meets my expectations.,Strongly Disagree,negative,Negative,0,0,-0.9432335650951713,0,-100,0,1,4
Support,Respondent #34,The performance in this area is reliable.,Support - I would recommend this to others.,Strongly Disagree,negative,Negative,-2,0,0.807371370644254,0,-100,1,1,3
Support,Respondent #17,I would recommend this to others.,Support - The performance in this area is reliable.,Strongly Disagree,negative,Negative,-1,0,0.16705545358300822,0,-100,1,1,4
Support,Respondent #17,This aspect meets my expectations.,Support - I find this aspect of the product satisfactory.,Neutral,neutral,Negative,2,-1,0.13889812529001233,1,0,0,1,5
Support,Respondent #40,This aspect meets my expectations.,Support - The performance in this area is reliable.,Agree,positive,Negative,0,-1,-0.05009462487781802,1,100,1,1,4
Support,Respondent #21,The performance in this area is reliable.,Support - This aspect is easy to understand and use.,Neutral,neutral,Negative,1,-1,0.8601825850439695,0,100,0,1,4
Support,Respondent #19,I find this aspect of the product satisfactory.,Support - I find this aspect of the product satisfactory.,Agree,positive,Negative,0,-1,-0.6914480779187686,0,100,1,1,3
Support,Respondent #21,I find this aspect of the product satisfactory.,Support - This aspect is easy to understand and use.,Agree,positive,Negative,-2,-1,0.5983769738950668,1,0,0,1,4
Support,Respondent #16,This aspect meets my expectations.,Support - This aspect meets my expectations.,Strongly Disagree,negative,Negative,-2,0,-0.6861426540026812,1,100,0,1,4
Support,Respondent #22,This aspect is easy to understand and use.,Support - I find this aspect of the product satisfactory.,Strongly Agree,positive,Negative,0,0,-0.0065321954213759525,0,100,1,1,5
Support,Respondent #37,The performance in this area is reliable.,Support - This aspect is easy to understand and use.,Disagree,negative,Negative,-1,0,-0.58823184256684,0,-100,0,1,2
Support,Respondent #17,This aspect meets my expectations.,Support - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Negative,2,0,-0.8500992251818968,1,-100,1,1,4
Support,Respondent #17,This aspect is easy to understand and use.,Support - I find this aspect of the product satisfactory.,Neutral,neutral,Negative,-2,0,0.4846092991531783,1,100,0,1,4
Support,Respondent #21,This aspect meets my expectations.,Support - I find this aspect of the product satisfactory.,Neutral,neutral,Negative,-2,-1,0.410653211463216,0,0,0,1,5
Support,Respondent #44,This aspect meets my expectations.,Support - I would recommend this to others.,Disagree,negative,Negative,-2,-1,-0.9539019581326655,1,-100,1,1,2
Support,Respondent #16,I would recommend this to others.,Support - I would recommend this to others.,Disagree,negative,Negative,1,-1,0.6647867845807132,0,0,0,1,1
Support,Respondent #29,This aspect is easy to understand and use.,Support - This aspect is easy to understand and use.,Disagree,negative,Negative,-1,0,-0.5994142652924379,0,0,0,1,2
Support,Respondent #10,This aspect is easy to understand and use.,Support - I would recommend this to others.,Agree,positive,Negative,1,0,0.21306349195406793,1,100,0,1,5
Support,Respondent #13,This aspect is easy to understand and use.,Support - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Negative,2,0,0.7977133843590214,1,100,0,1,4
Support,Respondent #10,I would recommend this to others.,Support - This aspect meets my expectations.,Neutral,neutral,Negative,0,0,0.2487987605466666,0,0,1,1,2
Support,Respondent #45,This aspect is easy to understand and use.,Support - This aspect is easy to understand and use.,Agree,positive,Negative,-2,-1,0.9177945086028303,0,-100,0,1,5
Support,Respondent #42,This aspect meets my expectations.,Support - The performance in this area is reliable.,Strongly Agree,positive,Negative,1,-1,-0.8508287234498999,0,100,1,1,2
Support,Respondent #35,This aspect is easy to understand and use.,Support - I find this aspect of the product satisfactory.,Strongly Agree,positive,Negative,-1,-1,-0.7150087145135429,1,-100,1,1,4
Support,Respondent #8,I find this aspect of the product satisfactory.,Support - This aspect is easy to understand and use.,Strongly Agree,positive,Negative,2,-1,-0.22686091279042264,0,100,0,1,5
Support,Respondent #32,This aspect is easy to understand and use.,Support - I would recommend this to others.,Strongly Disagree,negative,Negative,2,-1,-0.33787279113190394,1,0,1,1,2
Support,Respondent #28,This aspect meets my expectations.,Support - I find this aspect of the product satisfactory.,Strongly Agree,positive,Negative,2,-1,-0.02263206230622128,0,-100,0,1,4
Support,Respondent #5,I would recommend this to others.,Support - This aspect meets my expectations.,Strongly Agree,positive,Negative,1,0,-0.5084090210512962,1,-100,0,1,3
Performance,Respondent #48,I find this aspect of the product satisfactory.,Performance - This aspect is easy to understand and use.,Disagree,negative,Positive,0,-1,0.010337088493321378,1,-100,1,1,1
Performance,Respondent #40,I would recommend this to others.,Performance - This aspect meets my expectations.,Strongly Disagree,negative,Positive,-1,0,-0.8788933546541402,0,-100,0,1,5
Performance,Respondent #32,I find this aspect of the product satisfactory.,Performance - I find this aspect of the product satisfactory.,Neutral,neutral,Positive,1,0,0.08276040938394913,0,100,0,1,1
Performance,Respondent #14,I would recommend this to others.,Performance - I would recommend this to others.,Neutral,neutral,Positive,1,0,0.5228682719693087,1,100,1,1,4
Performance,Respondent #32,The performance in this area is reliable.,Performance - I find this aspect of the product satisfactory.,Agree,positive,Positive,2,0,-0.2852318637945477,0,100,0,1,3
Performance,Respondent #22,This aspect meets my expectations.,Performance - The performance in this area is reliable.,Neutral,neutral,Positive,1,0,0.6184642166259164,1,0,1,1,1
Performance,Respondent #46,I find this aspect of the product satisfactory.,Performance - This aspect is easy to understand and use.,Agree,positive,Positive,1,-1,0.21979076442539092,0,-100,1,1,5
Performance,Respondent #8,I find this aspect of the product satisfactory.,Performance - This aspect is easy to understand and use.,Neutral,neutral,Positive,-1,-1,-0.4669585031798327,1,0,1,1,5
Performance,Respondent #31,I would recommend this to others.,Performance - This aspect meets my expectations.,Strongly Agree,positive,Positive,1,0,-0.5860249540520177,0,-100,1,1,1
Performance,Respondent #45,This aspect is easy to understand and use.,Performance - I would recommend this to others.,Disagree,negative,Positive,0,-1,-0.11537554852774723,1,0,0,1,3
Performance,Respondent #14,The performance in this area is reliable.,Performance - The performance in this area is reliable.,Disagree,negative,Positive,0,0,-0.07576717466292404,0,100,1,1,3
Performance,Respondent #37,The performance in this area is reliable.,Performance - The performance in this area is reliable.,Strongly Disagree,negative,Positive,0,-1,-0.10204779803467545,0,100,1,1,2
Performance,Respondent #6,I would recommend this to others.,Performance - This aspect meets my expectations.,Agree,positive,Positive,-1,-1,-0.9869162577767905,1,0,0,1,2
Performance,Respondent #48,The performance in this area is reliable.,Performance - I would recommend this to others.,Strongly Disagree,negative,Positive,0,-1,0.2562617375790308,1,0,1,1,4
Performance,Respondent #31,The performance in this area is reliable.,Performance - I find this aspect of the product satisfactory.,Strongly Agree,positive,Positive,1,0,0.4758372929256016,0,-100,1,1,1
Performance,Respondent #3,This aspect meets my expectations.,Performance - The performance in this area is reliable.,Strongly Disagree,negative,Positive,1,-1,0.719513088424758,1,0,1,1,1
Performance,Respondent #16,The performance in this area is reliable.,Performance - This aspect is easy to understand and use.,Disagree,negative,Positive,1,-1,0.681274207156553,0,100,0,1,3
Performance,Respondent #49,I find this aspect of the product satisfactory.,Performance - This aspect is easy to understand and use.,Neutral,neutral,Positive,-1,-1,-0.3261401528375678,0,100,0,1,4
Performance,Respondent #34,I find this aspect of the product satisfactory.,Performance - This aspect is easy to understand and use.,Strongly Disagree,negative,Positive,1,0,0.6590599695261041,1,0,1,1,3
Performance,Respondent #31,I would recommend this to others.,Performance - The performance in this area is reliable.,Disagree,negative,Positive,2,-1,-0.5384528444573797,0,100,0,1,5
Performance,Respondent #15,This aspect is easy to understand and use.,Performance - This aspect is easy to understand and use.,Strongly Disagree,negative,Positive,1,-1,-0.7748053977862694,0,0,1,1,4
Performance,Respondent #28,I would recommend this to others.,Performance - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Positive,-1,-1,0.11260160777369421,0,100,1,1,4
Performance,Respondent #17,This aspect is easy to understand and use.,Performance - The performance in this area is reliable.,Strongly Agree,positive,Positive,2,0,-0.7462709124638984,0,100,1,1,5
Performance,Respondent #38,This aspect is easy to understand and use.,Performance - The performance in this area is reliable.,Strongly Disagree,negative,Positive,0,0,-0.11989349682754136,0,100,1,1,3
Performance,Respondent #16,I would recommend this to others.,Performance - This aspect is easy to understand and use.,Strongly Disagree,negative,Positive,1,0,0.4459149029480043,0,0,0,1,1
Performance,Respondent #8,I find this aspect of the product satisfactory.,Performance - I would recommend this to others.,Disagree,negative,Positive,-2,-1,-0.5790032250532384,0,-100,0,1,4
Performance,Respondent #50,I find this aspect of the product satisfactory.,Performance - I find this aspect of the product satisfactory.,Agree,positive,Positive,-2,0,0.3976260309437347,1,100,0,1,2
Performance,Respondent #25,I would recommend this to others.,Performance - This aspect is easy to understand and use.,Neutral,neutral,Positive,2,0,-0.4848651831100945,0,0,1,1,4
Performance,Respondent #4,This aspect is easy to understand and use.,Performance - I would recommend this to others.,Strongly Agree,positive,Positive,-1,-1,0.3136405355418055,0,-100,1,1,2
Performance,Respondent #38,The performance in this area is reliable.,Performance - This aspect is easy to understand and use.,Strongly Agree,positive,Positive,0,-1,0.6178040030136858,0,100,0,1,2
Performance,Respondent #12,I would recommend this to others.,Performance - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Positive,1,-1,0.8730103635422422,1,0,1,1,2
Performance,Respondent #7,I find this aspect of the product satisfactory.,Performance - This aspect meets my expectations.,Agree,positive,Positive,0,-1,-0.3110692618188413,0,0,1,1,1
Performance,Respondent #16,I find this aspect of the product satisfactory.,Performance - I find this aspect of the product satisfactory.,Neutral,neutral,Positive,-2,-1,0.6507230141442961,0,100,1,1,2
Performance,Respondent #37,This aspect is easy to understand and use.,Performance - This aspect is easy to understand and use.,Strongly Agree,positive,Positive,1,0,-0.7520649161202446,0,0,0,1,1
Performance,Respondent #42,I find this aspect of the product satisfactory.,Performance - The performance in this area is reliable.,Neutral,neutral,Neutral,2,0,-0.5154276095408108,0,0,1,1,3
Performance,Respondent #41,The performance in this area is reliable.,Performance - This aspect meets my expectations.,Agree,positive,Neutral,2,-1,0.31726511208923247,0,-100,0,1,3
Performance,Respondent #10,This aspect meets my expectations.,Performance - This aspect meets my expectations.,Disagree,negative,Neutral,-1,-1,0.414023063473244,1,100,0,1,2
Performance,Respondent #11,I find this aspect of the product satisfactory.,Performance - The performance in this area is reliable.,Agree,positive,Neutral,-1,-1,0.8970882967198814,1,-100,1,1,3
Performance,Respondent #35,This aspect meets my expectations.,Performance - I find this aspect of the product satisfactory.,Neutral,neutral,Neutral,-2,0,-0.2423033139754378,1,-100,1,1,3
Performance,Respondent #18,The performance in this area is reliable.,Performance - This aspect is easy to understand and use.,Strongly Disagree,negative,Neutral,0,-1,0.4768187524226257,1,-100,0,1,1
Performance,Respondent #7,The performance in this area is reliable.,Performance - The performance in this area is reliable.,Strongly Disagree,negative,Neutral,-1,-1,-0.6518015857871369,0,-100,1,1,2
Performance,Respondent #18,This aspect meets my expectations.,Performance - This aspect is easy to understand and use.,Agree,positive,Neutral,1,-1,0.8516159902981277,0,-100,1,1,3
Performance,Respondent #50,I find this aspect of the product satisfactory.,Performance - I would recommend this to others.,Strongly Disagree,negative,Neutral,2,-1,-0.670288289047231,1,0,0,1,2
Performance,Respondent #14,I would recommend this to others.,Performance - I would recommend this to others.,Neutral,neutral,Neutral,1,0,-0.851883805817693,1,100,1,1,1
Performance,Respondent #38,I find this aspect of the product satisfactory.,Performance - This aspect is easy to understand and use.,Strongly Disagree,negative,Neutral,2,0,0.4049715624733137,0,-100,1,1,5
Performance,Respondent #37,The performance in this area is reliable.,Performance - This aspect meets my expectations.,Neutral,neutral,Neutral,-2,-1,0.12913074579762807,0,0,0,1,5
Performance,Respondent #5,I find this aspect of the product satisfactory.,Performance - This aspect meets my expectations.,Agree,positive,Neutral,0,0,0.34939071568056335,0,100,0,1,5
Performance,Respondent #17,This aspect meets my expectations.,Performance - I would recommend this to others.,Strongly Disagree,negative,Neutral,1,0,0.531604611300655,0,0,1,1,2
Performance,Respondent #27,I find this aspect of the product satisfactory.,Performance - This aspect meets my expectations.,Neutral,neutral,Neutral,-2,-1,-0.5734865308117805,0,0,1,1,5
Performance,Respondent #26,This aspect meets my expectations.,Performance - This aspect meets my expectations.,Strongly Agree,positive,Neutral,2,0,-0.3733259565444673,0,-100,1,1,1
Performance,Respondent #30,I would recommend this to others.,Performance - I would recommend this to others.,Disagree,negative,Neutral,0,0,0.05422937380593096,0,0,1,1,3
Performance,Respondent #39,I would recommend this to others.,Performance - This aspect is easy to understand and use.,Strongly Disagree,negative,Neutral,0,-1,-0.4031068527538759,1,100,0,1,3
Performance,Respondent #48,The performance in this area is reliable.,Performance - The performance in this area is reliable.,Strongly Disagree,negative,Neutral,-2,-1,-0.061919930669964485,1,-100,1,1,3
Performance,Respondent #17,The performance in this area is reliable.,Performance - I find this aspect of the product satisfactory.,Neutral,neutral,Neutral,1,-1,0.20090601640858385,1,100,0,1,5
Performance,Respondent #38,This aspect is easy to understand and use.,Performance - This aspect is easy to understand and use.,Agree,positive,Neutral,0,-1,-0.16902922819449784,0,100,0,1,2
Performance,Respondent #21,This aspect is easy to understand and use.,Performance - The performance in this area is reliable.,Neutral,neutral,Neutral,0,0,0.1450770962255421,1,-100,1,1,4
Performance,Respondent #17,I find this aspect of the product satisfactory.,Performance - This aspect is easy to understand and use.,Agree,positive,Neutral,2,-1,0.8173706582504474,0,100,1,1,2
Performance,Respondent #25,The performance in this area is reliable.,Performance - This aspect is easy to understand and use.,Strongly Disagree,negative,Neutral,2,-1,-0.5961696762063513,0,0,1,1,2
Performance,Respondent #36,I would recommend this to others.,Performance - This aspect meets my expectations.,Strongly Disagree,negative,Neutral,1,0,-0.9068996920372625,1,-100,1,1,1
Performance,Respondent #17,The performance in this area is reliable.,Performance - This aspect is easy to understand and use.,Strongly Disagree,negative,Neutral,1,0,-0.16761881388513178,1,-100,1,1,1
Performance,Respondent #17,I would recommend this to others.,Performance - This aspect is easy to understand and use.,Strongly Agree,positive,Neutral,-2,0,0.09471759820243975,0,-100,1,1,1
Performance,Respondent #47,The performance in this area is reliable.,Performance - The performance in this area is reliable.,Strongly Agree,positive,Neutral,-1,-1,0.2644485084308741,0,100,1,1,5
Performance,Respondent #39,This aspect meets my expectations.,Performance - I find this aspect of the product satisfactory.,Strongly Disagree,negative,Neutral,2,0,-0.994215290922059,0,-100,1,1,2
Performance,Respondent #14,This aspect meets my expectations.,Performance - The performance in this area is reliable.,Disagree,negative,Neutral,0,-1,0.9746531946948249,0,-100,0,1,1
Performance,Respondent #47,I would recommend this to others.,Performance - This aspect meets my expectations.,Disagree,negative,Negative,0,0,-0.2021167423272885,0,0,0,1,3
Performance,Respondent #39,This aspect is easy to understand and use.,Performance - I would recommend this to others.,Neutral,neutral,Negative,0,0,-0.20311408011709653,1,0,1,1,5
Performance,Respondent #31,This aspect is easy to understand and use.,Performance - I find this aspect of the product satisfactory.,Strongly Agree,positive,Negative,2,0,0.6032803786164898,1,100,1,1,4
Performance,Respondent #5,I would recommend this to others.,Performance - This aspect meets my expectations.,Agree,positive,Negative,-2,0,-0.3638351612492299,1,-100,0,1,5
Performance,Respondent #45,I would recommend this to others.,Performance - The performance in this area is reliable.,Neutral,neutral,Negative,-2,-1,0.5436269036543211,0,-100,0,1,3
Performance,Respondent #36,This aspect meets my expectations.,Performance - I find this aspect of the product satisfactory.,Neutral,neutral,Negative,-1,0,0.18620663332371223,0,-100,0,1,5
